code,name_en,group,kcal_100g,protein_100g,carbs_100g,fat_100g,fiber_100g,sugar_100g,sodium_mg_100g
17-208,"Beer, bitter, best, premium",QA,33.0,0.3,2.2,0.0,0,2.2,8.0
17-748,"Beer, bitter, strong (>5% ABV)",QA,42.0,0.3,2.2,0.0,0,2.2,8.0
13-633,"Beetroot, cooked in unsalted water",DG,53.0,1.6,11.6,0.3,2.6,10.9,52.0
13-166,"Beetroot, pickled, drained",DG,28.0,1.2,5.6,0.2,,5.6,120.0
13-164,"Beetroot, raw",DG,36.0,1.7,7.6,0.1,,7.0,66.0
16-003,"Bele, raw",JA,67.0,15.3,0.0,0.7,,0.0,
13-807,"Betel leaves, fresh",H,61.0,6.4,8.6,0.1,,,7.0
14-806,Betel nuts,GA,339.0,5.2,56.7,10.2,,,76.0
15-669,"Bhaji, aubergine and potato, homemade",DR,135.0,1.8,13.4,8.8,,3.2,6.0
15-670,"Bhaji, aubergine, pea, potato and cauliflower, homemade",DR,72.0,2.9,10.7,2.5,,4.3,10.0
15-672,"Bhaji, cabbage and pea, with butter ghee, homemade",DR,177.0,3.4,9.7,14.2,4.8,7.1,251.0
15-673,"Bhaji, cabbage and pea, with rapeseed oil, homemade",DR,180.0,3.4,9.7,14.5,4.8,7.1,11.0
15-674,"Bhaji, cabbage and potato, with butter, homemade",DR,98.0,2.7,9.7,5.6,4.1,4.9,55.0
15-397,"Bhaji, cabbage and potato, with rapeseed oil, homemade",DR,106.0,2.2,9.1,7.0,,4.7,7.0
15-675,"Bhaji, cabbage and potato, with vegetable oil",DR,108.0,2.7,9.6,6.8,4.1,4.9,7.0
15-016,"Bhaji, cabbage and spinach",DR,198.0,3.6,7.8,17.1,,3.8,480.0
15-671,"Bhaji, cabbage, homemade",DR,77.0,2.8,6.8,4.5,4.4,5.9,8.0
15-676,"Bhaji, carrot, potato and pea, with butter, homemade",DR,116.0,2.2,12.9,6.6,4.1,6.8,72.0
15-677,"Bhaji, carrot, potato and pea, with vegetable oil, homemade",DR,128.0,2.1,12.9,7.9,4.1,6.7,17.0
15-679,"Bhaji, cauliflower and potato, homemade",DR,106.0,3.3,10.1,6.8,2.3,2.8,17.0
15-680,"Bhaji, cauliflower and vegetable, homemade",DR,117.0,3.1,6.6,9.1,,4.0,89.0
15-678,"Bhaji, cauliflower, homemade",DR,211.0,2.9,5.5,20.1,2.2,3.8,19.0
15-021,"Bhaji, cauliflower, potato and pea, with butter",DR,145.0,3.5,8.2,11.3,,2.5,400.0
15-022,"Bhaji, cauliflower, potato and pea, with vegetable oil",DR,166.0,3.4,8.2,13.7,,2.5,300.0
15-024,"Bhaji, green bean",DR,91.0,2.2,5.0,7.6,,4.1,460.0
15-025,"Bhaji, karela, with butter ghee, homemade",DR,103.0,1.8,1.2,10.6,,0,
15-026,"Bhaji, karela, with vegetable oil, homemade",DR,103.0,1.8,1.2,10.6,,0,
15-681,"Bhaji, mushroom, homemade",DR,168.0,1.2,4.1,16.6,1.5,3.2,9.0
15-683,"Bhaji, mustard leaves and spinach, homemade",DR,84.0,3.1,3.8,6.5,,1.6,135.0
15-682,"Bhaji, mustard leaves, homemade",DR,85.0,3.0,4.6,6.3,,1.3,90.0
15-684,"Bhaji, okra, Bangladeshi, with butter ghee, homemade",DR,97.0,2.4,7.7,6.2,,5.6,7.0
15-685,"Bhaji, okra, Bangladeshi, with vegetable oil, homemade",DR,97.0,2.4,7.7,6.4,,5.6,7.0
15-686,"Bhaji, okra, Islami, homemade",DR,201.0,4.6,8.9,17.1,,7.0,75.0
15-687,"Bhaji, pea, homemade",DR,363.0,5.0,9.3,34.6,3.8,3.2,306.0
15-688,"Bhaji, potato and fenugreek leaves, homemade",DR,222.0,3.7,18.8,15.9,,,47.0
15-689,"Bhaji, potato and green pepper, homemade",DR,134.0,1.5,12.7,9.0,,2.6,3.0
15-690,"Bhaji, potato and onion, homemade",DR,162.0,2.1,16.7,10.1,2.6,3.4,92.0
15-691,"Bhaji, potato, onion and mushroom, homemade",DR,211.0,1.7,12.1,17.3,2.2,3.5,9.0
15-040,"Bhaji, potato, spinach and cauliflower, homemade",DR,169.0,2.2,7.1,15.1,,1.6,37.0
15-692,"Bhaji, potato, with butter ghee, homemade",DR,161.0,2.2,16.6,9.8,2.1,1.5,4.0
15-693,"Bhaji, potato, with vegetable oil, homemade",DR,161.0,2.2,16.6,10.0,2.1,1.5,4.0
15-695,"Bhaji, spinach and potato, homemade",DR,192.0,3.6,13.4,14.1,,1.6,102.0
15-694,"Bhaji, spinach, homemade",DR,83.0,3.3,2.5,6.9,,2.1,213.0
15-697,"Bhaji, turnip and onion, homemade",DR,126.0,1.2,7.1,10.6,,5.9,11.0
15-696,"Bhaji, turnip, homemade",DR,179.0,1.3,6.5,16.4,,5.4,17.0
15-047,"Bhaji, vegetable, Punjabi, with butter",DR,108.0,3.5,8.2,7.2,,5.5,450.0
15-048,"Bhaji, vegetable, Punjabi, with vegetable oil",DR,120.0,3.5,8.2,8.6,,5.5,390.0
15-698,"Bhaji, vegetable, with butter, homemade",DR,185.0,1.9,10.3,15.3,,4.7,145.0
15-699,"Bhaji, vegetable, with rapeseed oil, homemade",DR,213.0,1.8,10.1,18.5,,4.6,16.0
17-356,Bicarbonate of soda,WY,0.0,0.0,0.0,0.0,,0.0,27380.0
19-454,"Biryani, chicken, takeaway",MR,163.0,8.5,16.6,7.4,1.2,0.9,263.0
11-821,"Biscuits, cheese flavoured",AM,494.0,10.5,53.2,28.1,4.5,2.7,882.0
11-816,"Biscuits, cookies, chocolate chip, American style",AM,440.0,5.2,60.6,21.3,2.5,40.5,422.0
11-815,"Biscuits, cookies, chocolate chip, standard",AM,471.0,5.4,60.0,24.9,3.0,30.0,298.0
11-807,"Biscuits, digestive, half coated in chocolate",AM,488.0,6.3,61.8,25.7,2.1,24.3,351.0
11-799,"Biscuits, digestive, plain",AM,463.0,6.2,65.6,21.3,3.8,17.5,561.0
11-803,"Biscuits, digestive, with oats, plain",AM,480.0,6.4,66.4,22.9,7.2,25.9,328.0
11-809,"Biscuits, fully coated with chocolate",AM,506.0,6.4,62.8,27.2,1.7,39.3,229.0
11-810,"Biscuits, fully coated with chocolate, with cream",AM,496.0,5.2,59.0,28.2,3.1,37.4,174.0
11-811,"Biscuits, fully coated with chocolate, with marshmallow",AM,413.0,4.5,59.9,19.0,2.7,41.4,132.0
11-798,"Biscuits, ginger nuts",AM,443.0,4.8,75.3,15.7,2.2,31.3,429.0
11-952,"Biscuits, gingernut, homemade",AM,459.0,4.5,70.0,19.8,2.1,32.6,626.0
11-808,"Biscuits, iced",AM,406.0,4.8,77.1,10.8,0.6,44.6,274.0
11-804,"Biscuits, jam filled",AM,428.0,5.2,74.0,14.4,1.2,33.0,164.0
11-1035,"Biscuits, melting moments, homemade",AM,564.0,3.4,57.8,37.1,,,335.0
11-1060,"Biscuits, oat based, chocolate, half coated",AM,489.0,6.6,63.9,24.9,6.0,33.1,271.0
11-1032,"Biscuits, plain, homemade",AM,471.0,6.2,66.0,22.1,2.0,26.4,201.0
11-801,"Biscuits, plain, reduced fat",AM,432.0,6.6,75.7,13.5,4.4,21.2,471.0
11-813,"Biscuits, sandwich, cream",AM,477.0,5.0,65.8,23.3,3.1,29.9,188.0
11-797,"Biscuits, semi-sweet",AM,444.0,6.4,75.4,15.1,2.7,20.3,358.0
11-806,"Biscuits, short or sweet, half coated in chocolate",AM,506.0,6.0,70.3,24.2,1.4,35.5,249.0
11-796,"Biscuits, short, sweet",AM,479.0,5.6,71.7,20.9,2.2,23.8,403.0
11-1034,"Biscuits, wholemeal, homemade",AM,369.0,12.7,66.6,7.5,9.2,4.2,69.0
13-059,"Black gram, chilki urad dahl, dried, split, boiled in unsalted water",DB,90.0,8.0,13.6,0.4,,0.3,13.0
13-058,"Black gram, chilki urad dahl, split, dried, raw",DB,287.0,26.0,42.5,1.4,,1.3,40.0
13-061,"Black gram, duhli urad dahl, split, dried, boiled in unsalted water",DB,96.0,8.1,15.1,0.4,,0.3,13.0
13-060,"Black gram, duhli urad dahl, split, dried, raw",DB,298.0,27.2,44.0,1.4,,1.3,40.0
13-057,"Black gram, urad gram, whole, dried, boiled in unsalted water",DB,89.0,7.8,13.6,0.4,,0.3,13.0
13-056,"Black gram, urad gram, whole, dried, raw",DB,275.0,24.9,40.8,1.4,,1.3,40.0
19-114,"Black pudding, dry-fried",MI,297.0,10.3,16.6,21.5,,0.2,940.0
19-113,"Black pudding, raw",MI,277.0,9.1,14.8,20.6,,0.2,830.0
14-388,"Blackberries, raw",FA,27.0,1.1,5.6,0.2,3.4,5.6,1.0
14-049,"Blackberries, stewed with sugar",FA,56.0,0.7,13.8,0.2,2.4,13.8,1.0
14-050,"Blackberries, stewed without sugar",FA,21.0,0.8,4.4,0.2,,4.4,1.0
14-349,"Blackberry and apple, stewed with sugar",FA,63.0,0.4,15.8,0.2,,15.8,2.0
14-364,"Blackberry and apple, stewed without sugar",F,28.0,0.5,6.4,0.2,,6.4,2.0
17-845,"Blackcurrant juice drink/squash, diluted",PCC,27.0,0.0,7.2,0.0,0.0,7.2,2.0
17-737,"Blackcurrant juice drink/squash, undiluted",PCC,204.0,0.1,54.2,0.0,0.0,54.2,16.0
14-053,"Blackcurrants, raw",FA,28.0,0.9,6.6,0.0,,6.6,3.0
14-054,"Blackcurrants, stewed with sugar",FA,58.0,0.7,15.0,0.0,2.8,15.0,2.0
14-055,"Blackcurrants, stewed without sugar",FA,24.0,0.8,5.6,0.0,,5.6,2.0
12-557,"Blancmange, homemade",BR,96.0,3.3,18.1,1.6,,11.7,41.0
16-170,"Bloater, flesh only, grilled",JC,251.0,23.5,0.0,17.4,,0.0,700.0
16-171,"Bloater, flesh only, grilled, weighed with bones and skin",JC,163.0,15.3,0.0,11.3,,0.0,450.0
14-325,Blueberries,FA,40.0,0.9,9.1,0.2,1.5,9.1,2.0
16-004,"Boal, raw",JA,86.0,15.4,0.0,2.7,,0.0,
19-476,"Bolognese sauce (with meat), homemade",MR,161.0,11.8,2.8,11.6,0.7,2.6,180.0
19-475,"Bolognese sauce (with meat), made with extra lean minced beef, homemade",MR,108.0,13.0,2.8,4.9,0.6,2.6,186.0
16-005,Bombay duck,JA,283.0,61.7,0.0,4.0,,0.0,
17-764,Bombay mix,SN,503.0,18.8,35.1,32.9,8.8,2.3,640.0
17-770,"Bouillabaisse, homemade",WAA,139.0,11.3,2.0,10.5,,1.7,54.0
17-766,Bounty bar and own brand equivalents,SEA,480.0,3.7,61.0,26.3,3.2,50.4,180.0
18-392,"Brain, lamb, boiled",MG,126.0,11.6,0.0,8.8,,0.0,210.0
11-906,"Bran, wheat",AA,186.0,14.8,20.6,5.5,41.3,2.3,3.0
11-1036,"Brandy snaps, homemade",AM,489.0,2.8,72.1,22.5,1.2,50.1,272.0
19-115,Brawn,MI,153.0,12.4,0.0,11.5,,0.0,750.0
14-871,"Brazil nuts, kernel only",GA,683.0,14.3,3.1,68.2,,2.4,3.0
14-884,"Brazil nuts, kernel only, weighed with shells",GA,314.0,6.5,1.4,31.4,,1.1,1.0
11-1038,"Bread pudding, homemade",AS,289.0,5.9,48.0,7.7,,33.3,238.0
11-1144,"Bread rolls, brown, crusty",AF,255.0,10.3,50.4,2.8,,1.9,380.0
11-983,"Bread rolls, brown, soft",AG,236.0,9.9,44.8,3.2,4.3,2.8,380.0
11-984,"Bread rolls, malted wheat",AG,238.0,10.0,42.7,4.2,4.4,3.0,370.0
11-985,"Bread rolls, white, crusty",AG,262.0,9.2,54.9,2.2,2.9,2.7,400.0
11-1006,"Bread rolls, white, soft",AF,254.0,9.3,51.5,2.6,2.6,2.6,400.0
11-986,"Bread rolls, wholemeal",AG,244.0,10.4,46.1,3.3,5.5,2.6,380.0
17-664,"Bread sauce, made with semi-skimmed milk, HOMEMADE",WCD,97.0,4.0,15.6,2.5,,5.4,93.0
17-771,"Bread sauce, made with skimmed milk, homemade",WCD,88.0,4.2,15.5,1.4,0.5,5.1,142.0
17-772,"Bread sauce, made with whole milk, homemade",WCD,108.0,4.1,15.4,3.7,0.5,5.0,141.0
11-971,"Bread, brown, average",AF,207.0,7.9,42.1,2.0,5.0,3.4,400.0
11-1136,"Bread, brown, toasted",AF,266.0,10.1,54.0,2.6,6.4,4.4,513.0
11-969,"Bread, ciabatta",AF,271.0,10.2,52.0,3.9,3.3,3.1,350.0
11-937,"Bread, garlic and herb, retail",AF,348.0,7.0,45.1,16.7,2.7,2.9,476.0
11-462,"Bread, malt, fruited",AF,295.0,7.8,64.9,2.3,3.5,22.6,246.0
11-972,"Bread, malted wheat",AF,237.0,9.6,47.4,2.3,5.3,2.9,400.0
11-910,"Bread, naan, peshwari naan, takeaway and retail",AF,251.0,7.6,39.8,7.9,5.6,1.6,390.0
11-973,"Bread, naan, retail",AF,285.0,7.8,50.2,7.3,2.9,3.1,360.0
11-974,"Bread, pitta, white",AF,255.0,9.1,55.1,1.3,2.3,3.0,400.0
11-947,"Bread, seeded",AF,270.0,9.9,43.8,7.4,6.2,3.8,360.0
11-1117,"Bread, soda, made with white flour, homemade",AF,261.0,7.6,57.3,1.6,2.7,2.3,150.0
11-975,"Bread, wheatgerm",AF,220.0,11.1,39.5,3.1,5.7,3.8,390.0
11-1145,"Bread, white, average",AF,236.0,8.7,48.7,2.1,2.9,3.0,400.0
11-923,"Bread, white, crusty bloomer, unsliced, fresh, large",AF,247.0,9.2,52.3,1.6,2.8,2.8,400.0
11-976,"Bread, white, Danish style",AF,228.0,9.1,44.5,2.7,3.1,3.0,400.0
11-977,"Bread, white, farmhouse or split tin",AF,241.0,9.0,49.9,2.0,2.9,2.9,400.0
11-978,"Bread, white, French stick",AF,263.0,9.0,56.1,1.9,3.3,2.8,400.0
11-979,"Bread, white, premium",AF,230.0,8.3,47.0,2.3,2.8,2.7,400.0
11-980,"Bread, white, sliced",AF,219.0,7.9,46.1,1.6,2.5,3.4,400.0
11-1137,"Bread, white, sliced, fried in rapeseed oil",AF,498.0,8.1,46.8,32.2,2.5,3.5,406.0
11-1001,"Bread, white, toasted",AF,267.0,9.7,56.2,2.0,3.0,4.1,490.0
11-1003,"Bread, white, 'with added fibre'",AF,224.0,8.7,45.1,2.2,4.8,3.5,370.0
11-1004,"Bread, white, 'with added fibre', toasted",AF,266.0,10.4,53.7,2.6,5.7,4.2,440.0
11-981,"Bread, wholemeal, average",AF,217.0,9.4,42.0,2.5,7.0,2.8,400.0
11-982,"Bread, wholemeal, toasted",AF,255.0,11.2,49.2,2.9,8.2,3.2,470.0
13-168,"Breadfruit, boiled in unsalted water",DG,119.0,1.6,29.0,0.4,,1.5,1.0
13-167,"Breadfruit, raw",DG,95.0,1.3,23.1,0.3,,1.2,1.0
14-895,"Breadnut seeds, dried",G,367.0,8.6,73.8,1.7,14.9,,53.0
11-826,"Breadsticks, plain",AM,389.0,10.9,72.9,8.1,3.7,3.3,817.0
11-763,"Breakfast cereal, bran flakes, fortified",AI,333.0,9.6,73.3,2.2,13.4,21.0,360.0
11-767,"Breakfast cereal, bran type cereal, fortified",AI,267.0,12.4,49.7,3.4,24.6,20.0,360.0
11-746,"Breakfast cereal, cornflakes, crunchy / honey nut coated, fortified",AI,384.0,5.3,86.6,4.2,3.8,37.4,350.0
11-742,"Breakfast cereal, cornflakes, fortified",AI,376.0,7.1,90.9,0.8,2.6,7.3,450.0
11-749,"Breakfast cereal, cornflakes, frosted, fortified",AI,350.0,4.7,87.0,0.5,2.0,38.3,300.0
11-745,"Breakfast cereal, cornflakes, unfortified",AI,378.0,7.1,91.4,0.8,2.6,3.0,410.0
11-938,"Breakfast cereal, crunchy clusters type, without nuts, unfortified",AI,399.0,7.2,71.0,11.6,7.2,25.3,41.0
11-939,"Breakfast cereal, crunchy/crispy muesli type cereal, with nuts, unfortified",AI,450.0,8.4,61.9,20.5,7.9,23.1,138.0
11-779,"Breakfast cereal, fruit and fibre type, fortified",AI,348.0,8.0,70.3,5.8,8.6,26.2,350.0
11-755,"Breakfast cereal, honey loops and hoops, including Honey and Nut Cheerios, fortified",AI,349.0,6.6,78.7,3.1,4.3,34.7,280.0
11-792,"Breakfast cereal, instant hot oat, plain, raw, fortified",AI,352.0,11.0,64.6,7.3,8.5,0.5,5.0
11-760,"Breakfast cereal, malted flake, fortified",AI,373.0,11.8,83.4,1.4,3.0,17.2,380.0
11-761,"Breakfast cereal, malted wheat, fortified",AI,339.0,8.7,75.7,2.3,8.6,20.3,250.0
11-1019,"Breakfast cereal, multigrain hoops, fortified",AI,368.0,7.9,80.7,3.8,5.7,22.4,330.0
11-795,"Breakfast cereal, Oat, instant, flavoured, unfortified, made up with semi-skimmed milk",AI,98.0,4.4,15.6,2.4,1.0,7.8,70.0
11-793,"Breakfast cereal, oat, instant, plain, fortified, cooked, made up with semi-skimmed milk",AI,95.0,4.9,14.2,2.5,2.0,4.2,40.0
11-757,"Breakfast cereal, puffed wheat, honey coated, fortified",AI,355.0,4.7,86.8,1.2,3.1,36.8,20.0
11-756,"Breakfast cereal, puffed wheat, unfortified",AI,341.0,13.2,72.0,2.0,7.8,0.2,2.0
11-753,"Breakfast cereal, rice, chocolate flavoured, fortified",AI,375.0,4.6,89.6,2.3,2.0,37.7,320.0
11-750,"Breakfast cereal, rice, toasted/crisp, fortified",AI,374.0,5.7,91.2,1.0,0.7,12.4,370.0
11-754,"Breakfast cereal, Ricicles, Kellogg's",AI,377.0,3.8,95.4,0.4,0.3,39.1,460.0
11-777,"Breakfast cereal, shredded wheat type with fruit, unfortified",AI,326.0,8.4,74.0,1.7,8.8,18.7,21.0
11-775,"Breakfast cereal, shredded wheat type, unfortified",AI,333.0,10.9,71.2,2.5,12.2,0.6,4.0
11-778,"Breakfast cereal, Shredded Wheat, honey nut, Nestle",AI,361.0,9.8,72.8,5.4,9.2,19.6,7.0
11-762,"Breakfast cereal, wheat and multigrain, chocolate flavoured, fortified",AI,375.0,6.5,83.2,4.1,6.3,30.5,180.0
11-773,"Breakfast cereal, wheat biscuits, Weetabix type, fortified",AI,332.0,10.5,72.7,1.9,9.7,3.9,260.0
11-774,"Breakfast cereal, wheat biscuits, Weetabix type, unfortified",AI,332.0,10.5,72.7,1.9,9.7,3.9,278.0
16-006,"Bream, Sea, raw",JA,96.0,17.5,0.0,2.9,,0.0,110.0
15-700,"Broccoli in cheese sauce, made with semi-skimmed milk, homemade",DR,118.0,7.3,5.9,7.5,2.7,3.0,130.0
15-701,"Broccoli in cheese sauce, made with skimmed milk, homemade",DR,114.0,7.3,5.9,6.9,2.5,3.0,130.0
15-702,"Broccoli in cheese sauce, made with whole milk, homemade",DR,124.0,7.3,5.8,8.2,2.5,2.9,129.0
13-583,"Broccoli, green, boiled in salted water",DG,28.0,3.3,2.8,0.5,2.8,1.6,150.0
13-503,"Broccoli, green, boiled in unsalted water",DG,28.0,3.3,2.8,0.5,2.8,1.6,6.0
13-502,"Broccoli, green, raw",DG,34.0,4.3,3.2,0.6,4.0,1.9,9.0
13-504,"Broccoli, green, steamed",DG,34.0,4.1,3.5,0.5,3.8,2.0,7.0
13-176,"Broccoli, purple sprouting, boiled in unsalted water",DG,19.0,2.1,1.3,0.6,,0.9,6.0
13-174,"Broccoli, purple sprouting, raw",DG,35.0,3.9,2.6,1.1,,2.1,10.0
17-706,Brown fruity sauce,WCN,98.0,1.2,22.2,0.1,,19.6,510.0
17-678,"Brown sauce, reduced salt/sugar",WCN,88.0,0.7,20.0,0.1,,14.1,390.0
11-1127,"Brownies, chocolate, homemade",AN,506.0,6.2,54.3,30.8,,46.1,187.0
13-630,"Brussels sprouts, boiled in unsalted water",DG,32.0,3.1,4.2,0.4,3.2,3.7,5.0
13-177,"Brussels sprouts, raw",DG,42.0,3.5,4.1,1.4,,3.1,6.0
15-704,"Bubble and squeak, fried in rapeseed oil, homemade",DR,126.0,1.7,10.1,9.0,1.9,1.6,3.0
15-703,"Bubble and squeak, fried in sunflower oil, homemade",DR,128.0,1.7,10.2,9.1,1.9,1.6,3.0
11-006,"Buckwheat, groats",AA,364.0,8.1,84.9,1.5,,0.4,1.0
17-823,"Build up, powder, shake, assorted flavours",PAA,325.0,20.5,63.0,0.7,8.2,62.0,250.0
17-728,"Build-up powder, soup, assorted flavours",PAA,407.0,14.4,57.3,14.9,6.5,14.3,980.0
19-651,"Burger, beef, 62-85% beef, raw",MBG,219.0,15.9,4.9,15.2,0.7,2.7,330.0
19-546,"Burger, beef, 62-85%, beef, grilled",MBG,229.0,18.3,8.5,13.8,0.6,2.1,440.0
19-490,"Burger, beef, 98-99% beef, fried in vegetable oil",MBG,329.0,28.5,0.1,23.9,0.7,0.1,470.0
19-491,"Burger, beef, 98-99% beef, grilled",MBG,326.0,26.5,0.1,24.4,0.7,0.1,400.0
19-492,"Burger, beef, 98-99% beef, raw",MBG,291.0,17.1,0.1,24.7,0.5,0.1,290.0
19-553,"Burger, beef, fried in rapeseed oil, homemade",MR,297.0,23.9,1.1,21.9,0.3,0.8,109.0
19-555,"Burger, beef, grilled, homemade",MR,288.0,25.0,1.1,20.3,0.3,0.9,114.0
19-554,"Burger, beef, with bun, fried in rapeseed oil, homemade",MR,291.0,21.0,10.3,18.6,0.2,1.1,194.0
19-556,"Burger, beef, with bun, grilled, homemade",MR,283.0,21.9,10.3,17.4,,1.1,198.0
19-493,"Burger, Big Mac, takeaway",MBG,232.0,13.1,20.9,11.2,1.9,3.9,390.0
19-545,"Burger, cheeseburger, takeaway",MBG,254.0,13.6,28.3,10.4,1.4,5.7,560.0
19-315,"Burger, chicken, takeaway",MBG,235.0,12.5,23.4,10.8,1.3,,560.0
18-502,"Burger, chicken/turkey, coated, retail, grilled",MCA,266.0,14.2,18.7,15.5,0.8,0.9,383.0
19-544,"Burger, hamburger, takeaway",MBG,246.0,13.5,31.2,8.3,1.8,6.6,480.0
19-487,"Burger, Quarter Pounder with cheese, takeaway",MBG,263.0,16.3,21.2,13.2,1.6,5.5,463.0
19-514,"Burger, Whopper, takeaway",MBG,223.0,10.4,19.2,12.1,1.2,4.2,357.0
17-685,"Butter, salted",OA,744.0,0.6,0.6,82.2,0.0,0.6,730.0
17-655,"Butter, spreadable (75-80% fat)",OA,715.0,0.4,0.5,79.1,0.0,0.5,484.0
17-656,"Butter, spreadable, light (60% fat)",OA,547.0,0.5,0.8,60.2,0.0,0.8,467.0
17-661,"Butter, unsalted",OA,744.0,0.6,0.6,82.2,0.0,0.6,8.0
17-001,"Butteroil, unsalted",OB,896.0,0.6,0.0,99.3,,0,15.0
19-631,"Cabbage leaves, stuffed with lamb and rice, homemade",MR,100.0,7.1,8.3,4.2,1.5,1.6,153.0
13-581,"Cabbage, average, boiled in unsalted water",DG,17.0,1.1,2.8,0.2,2.2,2.8,5.0
13-582,"Cabbage, average, raw",DG,26.0,1.8,4.4,0.2,3.5,4.4,7.0
13-187,"Cabbage, Chinese, raw",DG,12.0,1.0,1.4,0.2,,1.4,7.0
13-511,"Cabbage, green, boiled in unsalted water",DG,17.0,1.5,2.3,0.2,2.2,2.3,5.0
13-510,"Cabbage, green, raw",DG,27.0,2.4,4.1,0.2,4.1,4.1,7.0
13-540,"Cabbage, red, boiled in unsalted water",DG,15.0,0.8,2.3,0.3,2.3,2.0,6.0
15-705,"Cabbage, red, cooked with apple",DR,57.0,0.9,7.9,2.6,0.1,7.5,30.0
13-190,"Cabbage, red, raw",DG,21.0,1.1,3.7,0.3,2.9,3.3,8.0
13-584,"Cabbage, white, boiled in unsalted water",DG,16.0,0.8,3.2,0.1,2.1,3.2,5.0
13-509,"Cabbage, white, raw",DG,24.0,1.2,4.8,0.1,3.0,4.8,7.0
11-740,"Cake bars, chocolate",AN,430.0,5.0,57.5,21.6,1.9,41.5,235.0
11-916,Cake rusks,AM,452.0,8.7,55.7,23.1,1.6,24.6,359.0
11-835,"Cake, battenberg, retail",AN,354.0,4.4,65.9,9.9,1.5,56.8,137.0
11-836,"Cake, carrot, iced, retail",AN,374.0,4.2,46.8,20.2,1.9,34.5,220.0
11-1041,"Cake, carrot, with topping, homemade",AN,346.0,4.0,37.7,21.1,1.5,23.7,214.0
11-1044,"Cake, cherry, homemade",AN,398.0,5.0,66.5,14.4,,40.0,227.0
11-527,"Cake, chocolate fudge",AN,358.0,5.2,55.7,14.3,1.9,43.5,265.0
11-1046,"Cake, chocolate, not filled, homemade",AN,438.0,7.3,51.3,24.1,,28.5,351.0
11-1047,"Cake, chocolate, with butter icing, homemade",AN,452.0,5.8,53.8,25.2,,35.7,334.0
11-830,"Cake, chocolate, with filling and icing, retail",AN,413.0,4.5,48.6,23.7,2.9,36.6,259.0
11-1053,"Cake, coconut, homemade",AN,423.0,6.7,52.6,22.1,,21.3,388.0
11-829,"Cake, fruit, retail",AN,334.0,4.5,55.2,12.1,3.0,39.6,193.0
11-1005,"Cake, fruit, rich, homemade",AN,349.0,4.0,61.5,11.1,,49.6,133.0
11-991,"Cake, fruit, rich, iced, homemade",AN,355.0,3.7,67.0,9.6,,58.9,98.0
11-1072,"Cake, fruit, wholemeal, homemade",AN,366.0,5.8,52.4,14.1,,29.2,240.0
11-1090,"Cake, lardy, homemade",AN,369.0,6.7,53.7,15.7,2.3,10.0,18.0
11-833,"Cake, loaf, retail",AN,323.0,3.3,56.2,11.0,1.4,33.5,366.0
11-957,"Cake, sponge, fatless, homemade",AN,292.0,9.9,53.9,5.6,1.2,30.6,91.0
11-956,"Cake, sponge, homemade",AN,463.0,6.4,53.1,26.4,1.1,30.3,430.0
11-832,"Cake, sponge, soft iced, retail",AN,368.0,4.8,55.0,15.8,1.3,39.0,251.0
11-1118,"Cake, sponge, with butter icing, homemade",AN,476.0,4.5,56.2,27.3,0.8,40.0,382.0
11-532,"Cake, sponge, with dairy cream and jam, frozen",AN,280.0,4.3,43.9,10.9,2.7,24.3,218.0
11-831,"Cake, sponge, with jam and butter cream, retail",AN,354.0,3.7,55.1,14.8,1.2,37.6,220.0
11-1125,"Cake, Swiss roll, homemade",AN,286.0,7.4,58.4,4.2,0.8,42.2,75.0
11-834,"Cake, Swiss rolls, chocolate covered and filled, retail",AN,414.0,4.5,51.0,22.7,3.1,41.2,259.0
11-840,Cakes from 'healthy eating' ranges,AN,257.0,3.3,58.8,2.5,2.6,47.4,70.0
11-990,"Cakes, crispie, homemade",AN,460.0,5.5,73.7,18.0,,43.0,169.0
11-839,"Cakes, fancy iced, individual, retail",AN,381.0,3.3,57.6,16.8,1.1,44.1,275.0
16-404,"Calamari, coated in batter, baked",JM,288.0,8.5,25.9,17.5,1.9,0,1182.0
15-706,"Callaloo and cho cho, homemade",DR,77.0,1.9,2.6,6.6,,2.2,119.0
15-707,"Callaloo and okra, homemade",DR,73.0,1.8,2.2,6.4,,1.9,98.0
15-708,"Cannelloni, spinach, homemade",DR,140.0,5.2,15.4,6.9,,2.0,74.0
15-709,"Cannelloni, vegetable, homemade",DR,155.0,4.9,15.5,8.5,,2.4,65.0
17-649,"Caramel bars and sweets, chocolate covered",SEA,493.0,4.2,70.2,23.6,0.7,56.0,160.0
19-558,"Carbonnade of Beef, homemade",MR,134.0,12.7,5.2,6.5,0.8,2.7,230.0
16-172,"Carp, raw",JA,112.0,17.5,0.0,4.7,,0.0,43.0
13-607,Carrot juice,DG,24.0,0.5,5.7,0.1,0.6,5.7,51.0
13-497,"Carrots, old, boiled in unsalted water",DG,29.0,0.5,6.0,0.5,2.8,5.5,29.0
13-498,"Carrots, old, microwaved",DG,32.0,0.6,7.5,0.2,2.8,7.2,44.0
13-496,"Carrots, old, raw",DG,34.0,0.5,7.7,0.4,3.9,7.2,27.0
13-449,"Carrots, young, boiled in unsalted water",DG,22.0,0.6,4.4,0.4,,4.2,23.0
